1,4020d0
< #,PacificDateTime,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10,channel11,channel12,channel13,channel14,channel15
< 1,3/31/16 19:25:00,0.0,49.3,0.0,0.0,0.0,0.0,2479.8,0.0,280,424.3,0.0,0.0,321.8,0.0,4.54
< 2,3/31/16 19:30:00,0.0,48.1,0.0,0.0,58.8,0.0,2482.6,0.0,0,424.6,293.6,0.0,373.9,0.0,4.54
< 3,3/31/16 19:35:00,0.0,81.1,0.0,0.0,0.0,0.0,2488.8,0.0,0,425.1,195.7,0.0,389.9,0.0,4.54
< 4,3/31/16 19:40:00,0.0,99.4,0.0,0.0,0.0,0.0,2491.6,0.0,0,425.1,87.6,0.0,373.3,0.0,4.54
< 5,3/31/16 19:45:00,0.0,67.0,0.0,0.0,0.0,0.0,2493.0,0.0,0,419.2,20.6,0.0,319.3,0.0,4.54
< 6,3/31/16 19:50:00,0.0,67.9,0.0,0.0,0.0,0.0,2460.7,0.0,0,414.4,31.3,0.0,320.1,0.0,4.54
< 7,3/31/16 19:55:00,0.0,56.9,0.0,0.0,0.0,0.0,2359.3,0.0,0,413.6,124.2,0.0,317.9,0.0,4.54
< 8,3/31/16 20:00:00,0.0,26.7,0.0,0.0,0.0,0.0,2110.7,0.0,0,413.3,195.7,0.0,314.8,0.0,4.54
< 9,3/31/16 20:05:00,0.0,66.7,0.0,0.0,0.0,0.0,2030.7,0.0,0,407.7,52.6,0.0,333.6,0.0,4.54
< 10,3/31/16 20:10:00,0.0,49.6,0.0,0.0,0.0,0.0,2038.1,0.0,0,407.4,174.3,0.0,324.9,0.0,4.54
< 11,3/31/16 20:15:00,0.0,32.7,0.0,0.0,0.0,0.0,2046.0,0.0,0,406.0,22.2,0.0,315.3,0.0,4.54
< 12,3/31/16 20:20:00,0.0,61.4,0.0,0.0,0.0,0.0,2037.5,0.0,0,408.0,193.4,0.0,345.2,0.0,4.54
< 13,3/31/16 20:25:00,0.0,67.6,0.0,0.0,0.0,0.0,1928.8,0.0,0,386.3,167.8,0.0,397.5,0.0,4.54
< 14,3/31/16 20:30:00,0.0,15.2,0.0,0.0,0.0,0.0,1932.5,0.0,0,225.0,40.3,0.0,376.7,0.0,4.54
< 15,3/31/16 20:35:00,0.0,15.5,0.0,0.0,0.0,0.0,1933.3,0.0,0,223.8,0.0,0.0,312.2,0.0,4.54
< 16,3/31/16 20:40:00,0.0,9.3,0.0,0.0,0.0,0.0,1933.3,0.0,0,223.8,60.5,0.0,314.5,0.0,4.54
< 17,3/31/16 20:45:00,0.0,27.9,0.0,0.0,0.0,0.0,1595.5,0.0,0,224.7,186.9,0.0,312.8,0.0,4.54
< 18,3/31/16 20:50:00,0.0,21.4,0.0,0.0,0.0,0.0,1385.7,0.0,0,225.2,281.8,0.0,311.4,0.0,4.54
< 19,3/31/16 20:55:00,0.0,7.6,0.0,0.0,0.0,0.0,1388.0,0.0,0,224.7,27.9,0.0,313.4,0.0,4.54
< 20,3/31/16 21:00:00,0.0,2.8,0.0,0.0,0.0,0.0,1386.9,0.0,0,226.6,24.5,0.0,312.5,0.0,4.54
< 21,3/31/16 21:05:00,0.0,9.0,0.0,0.0,0.0,0.0,1338.4,0.0,0,225.5,93.2,0.0,322.1,0.0,4.54
< 22,3/31/16 21:10:00,0.0,73.2,0.0,0.0,0.0,0.0,1257.1,0.0,0,224.1,194.3,0.0,322.9,0.0,4.54
< 23,3/31/16 21:15:00,0.0,85.6,0.0,0.0,0.0,0.0,1256.8,0.0,0,223.8,74.9,0.0,395.8,0.0,4.54
< 24,3/31/16 21:20:00,0.0,90.7,0.0,0.0,0.0,0.0,1255.4,0.0,0,223.5,0.0,0.0,385.4,0.0,4.54
< 25,3/31/16 21:25:00,0.0,90.9,0.0,0.0,0.0,0.0,1255.7,0.0,0,224.7,158.5,0.0,323.5,0.0,4.54
< 26,3/31/16 21:30:00,0.0,87.3,0.0,0.0,0.0,0.0,1255.1,0.0,0,223.5,228.0,0.0,313.1,0.0,4.54
< 27,3/31/16 21:35:00,0.0,41.1,0.0,0.0,0.0,0.0,1255.4,0.0,0,224.1,131.8,0.0,311.1,0.0,4.54
< 28,3/31/16 21:40:00,0.0,67.3,0.0,0.0,0.0,0.0,1256.0,0.0,0,223.8,93.2,0.0,312.5,0.0,4.56
< 29,3/31/16 21:45:00,0.0,1.4,0.0,0.0,0.0,0.0,1263.8,0.0,0,225.2,0.0,0.0,312.8,0.0,4.54
< 30,3/31/16 21:50:00,0.0,0.0,0.0,0.0,0.0,0.0,1263.0,0.0,0,225.5,31.0,0.0,369.9,0.0,4.54
< 31,3/31/16 21:55:00,0.0,2.8,0.0,0.0,0.0,0.0,1262.4,0.0,0,224.7,181.6,0.0,440.6,0.0,4.54
< 32,3/31/16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1263.0,0.0,0,225.5,142.5,0.0,440.6,0.0,4.54
< 33,3/31/16 22:05:00,0.0,6.5,0.0,0.0,0.0,0.0,1263.6,0.0,0,225.0,165.3,0.0,504.2,0.0,4.54
< 34,3/31/16 22:10:00,0.0,4.8,0.0,0.0,0.0,0.0,971.3,0.0,0,224.7,55.5,0.0,495.8,0.0,4.54
< 35,3/31/16 22:15:00,0.0,10.4,0.0,0.0,0.0,0.0,773.4,0.0,0,225.0,67.3,0.0,429.3,0.0,4.54
< 36,3/31/16 22:20:00,0.0,7.3,0.0,0.0,0.0,0.0,484.0,0.0,0,225.0,163.6,0.0,384.9,0.0,4.54
< 37,3/31/16 22:25:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,0,226.1,125.6,0.0,380.9,0.0,4.54
< 38,3/31/16 22:30:00,0.0,4.5,0.0,0.0,0.0,0.0,484.2,0.0,0,226.4,0.0,0.0,391.6,0.0,4.54
< 39,3/31/16 22:35:00,0.0,4.8,0.0,0.0,0.0,0.0,484.2,0.0,0,226.4,0.0,0.0,368.0,0.0,4.54
< 40,3/31/16 22:40:00,0.0,4.8,0.0,0.0,0.0,0.0,483.7,0.0,0,226.9,316.7,0.0,311.4,0.0,4.54
< 41,3/31/16 22:45:00,0.0,1.4,0.0,0.0,0.0,0.0,484.2,0.0,0,226.4,133.7,0.0,310.0,0.0,4.54
< 42,3/31/16 22:50:00,0.0,0.0,0.0,0.0,0.0,0.0,484.5,0.0,0,226.6,119.7,0.0,312.5,0.0,4.54
< 43,3/31/16 22:55:00,0.0,1.4,0.0,0.0,0.0,0.0,484.5,0.0,0,227.2,0.0,0.0,342.9,0.0,4.54
< 44,3/31/16 23:00:00,0.0,1.4,0.0,0.0,0.0,0.0,484.0,0.0,0,226.4,0.0,0.0,393.9,0.0,4.54
< 45,3/31/16 23:05:00,0.0,11.0,0.0,0.0,0.0,0.0,485.1,0.0,0,227.5,135.1,0.0,398.9,0.0,4.54
< 46,3/31/16 23:10:00,0.0,1.4,0.0,0.0,0.0,0.0,485.1,0.0,0,236.8,190.6,0.0,325.5,0.0,4.54
< 47,3/31/16 23:15:00,0.0,2.8,0.0,0.0,0.0,0.0,484.2,0.0,0,229.2,116.0,0.0,315.0,0.0,4.54
< 48,3/31/16 23:20:00,0.0,1.4,0.0,0.0,0.0,0.0,484.5,0.0,0,228.9,122.8,0.0,315.9,0.0,4.54
< 49,3/31/16 23:25:00,0.0,5.9,0.0,0.0,0.0,0.0,484.2,0.0,0,231.1,35.5,0.0,317.6,0.0,4.54
< 50,3/31/16 23:30:00,0.0,15.2,0.0,0.0,0.0,0.0,483.7,0.0,0,229.5,134.3,0.0,319.5,0.0,4.54
< 51,3/31/16 23:35:00,0.0,5.3,0.0,0.0,0.0,0.0,484.2,0.0,0,225.5,184.4,0.0,310.8,0.0,4.54
< 52,3/31/16 23:40:00,0.0,7.9,0.0,0.0,0.0,0.0,484.5,0.0,0,225.8,0.0,0.0,312.2,0.0,4.54
< 53,3/31/16 23:45:00,0.0,7.6,0.0,0.0,0.0,0.0,484.0,0.0,0,225.5,0.0,0.0,310.0,0.0,4.54
< 54,3/31/16 23:50:00,0.0,2.8,0.0,0.0,0.0,0.0,483.7,0.0,0,227.2,97.7,0.0,381.8,0.0,4.54
< 55,3/31/16 23:55:00,0.0,2.8,0.0,0.0,0.0,0.0,484.2,0.0,0,228.6,353.9,0.0,387.4,0.0,4.54
< 56,4/1/16 00:00:00,0.0,1.4,0.0,0.0,0.0,0.0,483.4,0.0,0,226.9,144.1,0.0,347.4,0.0,4.54
< 57,4/1/16 00:05:00,0.0,3.7,0.0,0.0,0.0,0.0,484.0,0.0,0,225.8,0.0,0.0,320.7,0.0,4.54
< 58,4/1/16 00:10:00,0.0,2.8,0.0,0.0,0.0,0.0,483.7,0.0,0,225.8,0.0,0.0,311.9,0.0,4.57
< 59,4/1/16 00:15:00,0.0,5.9,0.0,0.0,0.0,0.0,483.4,0.0,0,225.8,96.6,0.0,311.4,0.0,4.54
< 60,4/1/16 00:20:00,0.0,2.8,0.0,0.0,0.0,0.0,483.1,0.0,0,225.8,193.7,0.0,312.8,0.0,4.54
< 61,4/1/16 00:25:00,0.0,1.4,0.0,0.0,0.0,0.0,483.7,0.0,0,224.4,58.3,0.0,313.4,0.0,4.54
< 62,4/1/16 00:30:00,0.0,1.4,0.0,0.0,0.0,0.0,482.8,0.0,0,223.8,164.7,0.0,311.1,0.0,4.54
< 63,4/1/16 00:35:00,0.0,4.5,0.0,0.0,0.0,0.0,483.7,0.0,0,223.5,49.0,0.0,308.8,0.0,4.54
< 64,4/1/16 00:40:00,0.0,2.8,0.0,0.0,0.0,0.0,483.7,0.0,0,223.5,125.0,0.0,319.5,0.0,4.54
< 65,4/1/16 00:45:00,0.0,4.5,0.0,0.0,0.0,0.0,483.4,0.0,0,224.1,255.6,0.0,390.5,0.0,4.54
< 66,4/1/16 00:50:00,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0,224.7,234.5,0.0,382.0,0.0,4.54
< 67,4/1/16 00:55:00,0.0,1.4,0.0,0.0,0.0,0.0,483.4,0.0,0,225.0,213.4,0.0,313.1,0.0,4.54
< 68,4/1/16 01:00:00,0.0,4.5,0.0,0.0,0.0,0.0,483.4,0.0,0,224.1,226.9,0.0,308.0,0.0,4.54
< 69,4/1/16 01:05:00,0.0,8.2,0.0,0.0,0.0,0.0,483.1,0.0,0,223.8,378.1,0.0,320.1,0.0,4.54
< 70,4/1/16 01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,484.8,0.0,0,224.1,379.0,0.0,311.1,0.0,4.54
< 71,4/1/16 01:15:00,0.0,1.4,0.0,0.0,0.0,0.0,484.0,0.0,0,223.3,71.5,0.0,311.9,0.0,4.54
< 72,4/1/16 01:20:00,0.0,5.9,0.0,0.0,0.0,0.0,483.4,0.0,0,224.4,0.0,0.0,314.2,0.0,4.54
< 73,4/1/16 01:25:00,0.0,0.0,0.0,0.0,0.0,0.0,483.4,0.0,0,223.3,47.0,0.0,313.6,0.0,4.54
< 74,4/1/16 01:30:00,0.0,2.8,0.0,0.0,0.0,0.0,484.0,0.0,0,225.2,194.0,0.0,313.6,0.0,4.54
< 75,4/1/16 01:35:00,0.0,7.6,0.0,0.0,0.0,0.0,484.0,0.0,0,225.0,106.7,0.0,357.6,0.0,4.54
< 76,4/1/16 01:40:00,0.0,11.3,0.0,0.0,0.0,0.0,484.0,0.0,0,225.0,0.0,0.0,390.5,0.0,4.54
< 77,4/1/16 01:45:00,0.0,4.5,0.0,0.0,0.0,0.0,483.4,0.0,0,225.5,8.2,0.0,356.7,0.0,4.54
< 78,4/1/16 01:50:00,0.0,5.9,0.0,0.0,0.0,0.0,484.5,0.0,0,225.8,275.1,0.0,312.8,0.0,4.54
< 79,4/1/16 01:55:00,0.0,2.8,0.0,0.0,0.0,0.0,484.5,0.0,0,225.2,133.7,0.0,312.8,0.0,4.54
< 80,4/1/16 02:00:00,0.0,14.9,0.0,0.0,0.0,0.0,484.8,0.0,0,225.5,140.2,0.0,311.4,0.0,4.54
< 81,4/1/16 02:05:00,0.0,20.8,0.0,0.0,0.0,0.0,484.8,0.0,0,225.2,0.0,0.0,321.2,0.0,4.54
< 82,4/1/16 02:10:00,0.0,7.6,0.0,0.0,0.0,0.0,484.5,0.0,0,225.2,0.0,0.0,321.0,0.0,4.54
< 83,4/1/16 02:15:00,0.0,2.8,0.0,0.0,0.0,0.0,483.7,0.0,0,225.5,98.5,0.0,313.9,0.0,4.54
< 84,4/1/16 02:20:00,0.0,5.9,0.0,0.0,0.0,0.0,484.2,0.0,0,226.4,293.9,0.0,311.1,0.0,4.54
< 85,4/1/16 02:25:00,0.0,1.4,0.0,0.0,0.0,0.0,484.0,0.0,0,225.8,111.2,0.0,316.2,0.0,4.54
< 86,4/1/16 02:30:00,0.0,7.6,0.0,0.0,0.0,0.0,484.5,0.0,0,226.1,52.4,0.0,388.2,0.0,4.54
< 87,4/1/16 02:35:00,0.0,9.9,0.0,0.0,0.0,0.0,484.5,0.0,0,226.1,0.0,0.0,388.8,0.0,4.54
< 88,4/1/16 02:40:00,0.0,10.7,0.0,0.0,0.0,0.0,484.5,0.0,0,226.1,118.5,0.0,331.9,0.0,4.54
< 89,4/1/16 02:45:00,0.0,5.9,0.0,0.0,0.0,0.0,484.0,0.0,0,228.0,193.1,0.0,312.8,0.0,4.54
< 90,4/1/16 02:50:00,0.0,1.4,0.0,0.0,0.0,0.0,483.7,0.0,0,228.3,30.4,0.0,312.5,0.0,4.54
< 91,4/1/16 02:55:00,0.0,4.5,0.0,0.0,0.0,0.0,484.2,0.0,0,226.9,165.0,0.0,310.8,0.0,4.54
< 92,4/1/16 03:00:00,0.0,4.5,0.0,0.0,0.0,0.0,483.7,0.0,0,226.1,4.8,0.0,313.6,0.0,4.54
< 93,4/1/16 03:05:00,0.0,11.3,0.0,0.0,0.0,0.0,484.2,0.0,0,226.6,193.7,0.0,322.4,0.0,4.54
< 94,4/1/16 03:10:00,0.0,5.9,0.0,0.0,0.0,0.0,484.2,0.0,0,226.6,145.6,0.0,317.3,0.0,4.54
< 95,4/1/16 03:15:00,0.0,10.7,0.0,0.0,0.0,0.0,484.5,0.0,0,226.6,53.5,0.0,312.2,0.0,4.54
< 96,4/1/16 03:20:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,0,228.3,0.0,0.0,329.4,0.0,4.54
< 97,4/1/16 03:25:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,0,227.2,54.9,0.0,393.3,0.0,4.54
< 98,4/1/16 03:30:00,0.0,10.7,0.0,0.0,0.0,0.0,484.5,0.0,0,227.2,212.0,0.0,387.4,0.0,4.54
< 99,4/1/16 03:35:00,0.0,8.4,0.0,0.0,0.0,0.0,484.0,0.0,0,227.2,276.2,0.0,313.6,0.0,4.54
< 100,4/1/16 03:40:00,0.0,7.6,0.0,0.0,0.0,0.0,484.2,0.0,0,226.9,0.0,0.0,311.1,0.0,4.54
< 101,4/1/16 03:45:00,0.0,4.5,0.0,0.0,0.0,0.0,484.2,0.0,0,226.6,0.0,0.0,311.9,0.0,4.54
< 102,4/1/16 03:50:00,0.0,6.2,0.0,0.0,0.0,0.0,484.0,0.0,0,227.2,104.5,0.0,313.1,0.0,4.54
< 103,4/1/16 03:55:00,0.0,1.4,0.0,0.0,0.0,0.0,484.2,0.0,0,227.5,134.9,0.0,312.8,0.0,4.54
< 104,4/1/16 04:00:00,0.0,1.4,0.0,0.0,0.0,0.0,484.5,0.0,0,228.3,156.0,0.0,312.5,0.0,4.54
< 105,4/1/16 04:05:00,0.0,8.4,0.0,0.0,0.0,0.0,484.0,0.0,0,227.2,0.0,0.0,320.7,0.0,4.54
< 106,4/1/16 04:10:00,0.0,4.5,0.0,0.0,0.0,0.0,484.2,0.0,0,227.2,164.7,0.0,315.3,0.0,4.54
< 107,4/1/16 04:15:00,0.0,4.5,0.0,0.0,0.0,0.0,485.1,0.0,0,227.8,65.0,0.0,348.0,0.0,4.54
< 108,4/1/16 04:20:00,0.0,1.4,0.0,0.0,0.0,0.0,484.5,0.0,0,228.6,194.8,0.0,391.3,0.0,4.54
< 109,4/1/16 04:25:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,0,227.8,80.8,0.0,366.3,0.0,4.54
< 110,4/1/16 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,484.5,0.0,0,227.5,3.4,0.0,312.8,0.0,4.54
< 111,4/1/16 04:35:00,0.0,7.0,0.0,0.0,0.0,0.0,484.5,0.0,0,227.5,52.4,0.0,315.9,0.0,4.54
< 112,4/1/16 04:40:00,0.0,5.1,0.0,0.0,0.0,0.0,484.2,0.0,0,227.8,84.7,0.0,315.3,0.0,4.54
< 113,4/1/16 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0,484.2,0.0,0,228.3,352.2,0.0,312.5,0.0,4.54
< 114,4/1/16 04:50:00,0.0,5.9,0.0,0.0,0.0,0.0,484.5,0.0,0,229.2,70.1,0.0,316.2,0.0,4.54
< 115,4/1/16 04:55:00,0.0,1.4,0.0,0.0,0.0,0.0,483.7,0.0,0,227.8,0.0,0.0,317.0,0.0,4.55
< 116,4/1/16 05:00:00,0.0,2.8,0.0,0.0,0.0,0.0,484.8,0.0,0,228.0,0.0,0.0,314.8,0.0,4.54
< 117,4/1/16 05:05:00,0.0,3.7,0.0,0.0,0.0,0.0,484.0,0.0,0,228.3,153.2,0.0,324.3,0.0,4.54
< 118,4/1/16 05:10:00,0.0,1.4,0.0,0.0,0.0,0.0,484.2,0.0,0,228.9,140.5,0.0,374.7,0.0,4.54
< 119,4/1/16 05:15:00,0.0,2.8,0.0,0.0,0.0,0.0,484.2,0.0,0,230.3,99.4,0.0,393.6,0.0,4.54
< 120,4/1/16 05:20:00,0.0,2.8,0.0,0.0,0.0,0.0,484.2,0.0,0,230.3,155.4,0.0,352.8,0.0,4.55
< 121,4/1/16 05:25:00,0.0,18.3,0.0,0.0,0.0,0.0,484.2,0.0,0,228.3,24.5,0.0,315.0,0.0,4.54
< 122,4/1/16 05:30:00,0.0,1.4,0.0,0.0,0.0,0.0,484.2,0.0,0,229.2,112.3,0.0,316.7,0.0,4.54
< 123,4/1/16 05:35:00,0.0,8.2,0.0,0.0,0.0,0.0,484.5,0.0,0,229.5,193.7,0.0,315.6,0.0,4.54
< 124,4/1/16 05:40:00,0.0,6.5,0.0,0.0,0.0,0.0,484.5,0.0,0,228.6,35.2,0.0,317.3,0.0,4.54
< 125,4/1/16 05:45:00,0.0,5.9,0.0,0.0,0.0,0.0,484.2,0.0,0,229.5,0.0,0.0,315.9,0.0,4.58
< 126,4/1/16 05:50:00,0.0,7.6,0.0,0.0,0.0,0.0,484.2,0.0,0,228.9,0.0,0.0,314.2,0.0,4.54
< 127,4/1/16 05:55:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,0,229.5,205.0,0.0,315.9,0.0,4.54
< 128,4/1/16 06:00:00,0.0,2.8,0.0,0.0,0.0,0.0,484.2,0.0,0,228.0,309.4,0.0,313.6,0.0,4.54
< 129,4/1/16 06:05:00,0.0,3.4,0.0,0.0,0.0,0.0,484.8,0.0,0,227.2,58.6,0.0,393.6,0.0,4.54
< 130,4/1/16 06:10:00,0.0,1.4,0.0,0.0,0.0,0.0,484.8,0.0,0,227.2,0.0,0.0,392.2,0.0,4.54
< 131,4/1/16 06:15:00,0.0,1.4,0.0,0.0,0.0,0.0,484.5,0.0,0,227.5,0.0,0.0,337.3,0.0,4.54
< 132,4/1/16 06:20:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,0,227.2,189.5,0.0,315.0,0.0,4.54
< 133,4/1/16 06:25:00,0.0,1.4,0.0,0.0,0.0,0.0,484.5,0.0,0,226.9,361.8,0.0,315.0,0.0,4.54
< 134,4/1/16 06:30:00,0.0,7.6,0.0,0.0,0.0,0.0,483.7,0.0,0,228.9,220.4,0.0,313.9,0.0,4.54
< 135,4/1/16 06:35:00,0.0,11.5,0.0,0.0,0.0,0.0,483.7,0.0,0,227.5,211.7,0.0,314.2,0.0,4.54
< 136,4/1/16 06:40:00,0.0,3.4,0.0,0.0,0.0,0.0,484.0,0.0,0,227.8,406.3,0.0,314.2,0.0,4.54
< 137,4/1/16 06:45:00,0.0,1.4,0.0,0.0,0.0,0.0,484.0,0.0,0,227.8,233.4,0.0,314.5,0.0,4.55
< 138,4/1/16 06:50:00,0.0,5.9,0.0,0.0,0.0,0.0,484.5,0.0,0,228.6,192.6,0.0,313.4,0.0,4.54
< 139,4/1/16 06:55:00,0.0,5.9,0.0,0.0,0.0,0.0,484.5,0.0,0,226.6,0.0,0.0,317.0,0.0,4.55
< 140,4/1/16 07:00:00,0.0,4.5,0.0,0.0,0.0,0.0,484.0,0.0,51,227.5,0.0,0.0,394.2,0.0,4.54
< 141,4/1/16 07:05:00,0.0,13.5,0.0,0.0,0.0,0.0,484.0,0.0,461,227.2,19.7,0.0,396.4,0.0,4.55
< 142,4/1/16 07:10:00,0.0,10.4,0.0,0.0,0.0,0.0,483.4,0.0,295,226.6,194.8,0.0,332.8,0.0,4.55
< 143,4/1/16 07:15:00,0.0,18.3,0.0,0.0,0.0,0.0,483.4,0.0,223,228.9,279.3,0.0,314.2,0.0,4.54
< 144,4/1/16 07:20:00,0.0,5.9,0.0,0.0,0.0,0.0,483.4,0.0,385,227.8,56.0,0.0,313.9,0.0,4.54
< 145,4/1/16 07:25:00,0.0,7.6,0.0,0.0,0.0,0.0,483.7,0.0,576,227.5,0.0,0.0,316.2,0.0,4.54
< 146,4/1/16 07:30:00,0.0,9.0,0.0,0.0,0.0,0.0,482.8,0.0,682,227.2,26.5,0.0,315.6,0.0,4.54
< 147,4/1/16 07:35:00,0.0,16.0,0.0,0.0,0.0,0.0,482.3,0.0,743,226.9,134.0,0.0,312.8,0.0,4.54
< 148,4/1/16 07:40:00,0.0,19.1,0.0,0.0,0.0,0.0,481.4,0.0,851,224.7,176.8,0.0,313.4,0.0,4.54
< 149,4/1/16 07:45:00,0.0,12.1,0.0,0.0,0.0,0.0,480.9,0.0,993,225.0,0.0,0.0,315.9,0.0,4.54
< 150,4/1/16 07:50:00,0.0,9.0,0.0,0.0,0.0,0.0,480.9,0.0,1146,224.7,174.3,0.0,320.4,0.0,4.55
< 151,4/1/16 07:55:00,0.0,5.9,0.0,0.0,0.0,0.0,480.9,0.0,1322,224.7,33.5,0.0,396.4,0.0,4.55
< 152,4/1/16 08:00:00,0.0,5.9,0.0,0.0,0.0,0.0,480.9,0.0,1506,225.5,192.3,0.0,388.5,0.0,4.55
< 153,4/1/16 08:05:00,0.0,4.5,0.0,0.0,0.0,0.0,482.0,0.0,1709,224.4,144.1,0.0,320.1,0.0,4.55
< 154,4/1/16 08:10:00,0.0,4.5,0.0,0.0,0.0,0.0,482.3,0.0,1906,224.7,17.5,0.0,312.5,0.0,4.55
< 155,4/1/16 08:15:00,0.0,2.8,0.0,0.0,0.0,0.0,482.6,0.0,2141,225.5,0.0,0.0,311.9,0.0,4.54
< 156,4/1/16 08:20:00,0.0,7.6,0.0,0.0,0.0,0.0,482.8,0.0,2382,226.1,67.6,0.0,312.8,0.0,4.55
< 157,4/1/16 08:25:00,0.0,7.3,0.0,0.0,0.0,0.0,482.8,0.0,2631,226.4,362.3,0.0,309.7,0.0,4.54
< 158,4/1/16 08:30:00,0.0,1.4,0.0,0.0,0.0,0.0,481.2,0.0,2872,226.9,107.0,0.0,313.4,0.0,4.59
< 159,4/1/16 08:35:00,0.0,3.1,0.0,0.0,0.0,0.0,480.6,0.0,3122,225.8,0.0,0.0,312.2,0.0,4.57
< 160,4/1/16 08:40:00,0.0,1.4,0.0,0.0,0.0,0.0,480.3,0.0,3357,226.1,0.0,0.0,311.7,0.0,4.54
< 161,4/1/16 08:45:00,0.0,4.5,0.0,0.0,0.0,0.0,480.3,0.0,3625,227.2,94.6,0.0,335.3,0.0,4.54
< 162,4/1/16 08:50:00,0.0,2.8,0.0,0.0,0.0,0.0,480.3,0.0,3884,226.6,145.3,0.0,397.0,0.0,4.55
< 163,4/1/16 08:55:00,0.0,4.5,0.0,0.0,0.0,0.0,480.3,0.0,4145,225.8,156.5,0.0,388.8,0.0,4.55
< 164,4/1/16 09:00:00,0.0,4.5,0.0,0.0,0.0,0.0,512.4,0.0,4441,225.5,91.2,0.0,317.0,61.7,4.55
< 165,4/1/16 09:05:00,0.0,7.6,0.0,0.0,0.0,0.0,589.5,0.0,4716,224.4,306.3,0.0,995.0,138.5,4.55
< 166,4/1/16 09:10:00,0.0,9.0,0.0,0.0,0.0,0.0,590.7,0.0,4978,224.1,258.5,0.0,1528.2,139.4,4.54
< 167,4/1/16 09:15:00,0.0,5.9,0.0,0.0,0.0,0.0,589.3,0.0,5265,225.2,378.4,0.0,307.7,143.0,4.55
< 168,4/1/16 09:20:00,0.0,5.9,0.0,0.0,0.0,0.0,588.1,0.0,5540,224.4,291.1,0.0,308.6,137.4,4.55
< 169,4/1/16 09:25:00,0.0,7.3,0.0,0.0,0.0,0.0,534.1,0.0,5842,224.1,213.7,0.0,308.8,125.8,4.54
< 170,4/1/16 09:30:00,0.0,5.9,0.0,0.0,0.0,0.0,480.9,0.0,6175,225.5,211.7,0.0,308.8,128.9,4.54
< 171,4/1/16 09:35:00,0.0,16.9,0.0,0.0,0.0,0.0,480.6,0.0,6440,225.2,153.7,0.0,306.6,133.5,4.54
< 172,4/1/16 09:40:00,0.0,15.2,0.0,0.0,0.0,0.0,481.2,0.0,6752,226.1,134.6,0.0,372.2,134.6,4.54
< 173,4/1/16 09:45:00,0.0,9.0,0.0,0.0,0.0,0.0,507.6,0.0,7021,226.1,317.6,0.0,384.6,133.5,4.54
< 174,4/1/16 09:50:00,0.0,12.1,0.0,0.0,0.0,0.0,590.4,0.0,7141,225.8,0.0,0.0,353.9,131.5,4.55
< 175,4/1/16 09:55:00,0.0,12.1,0.0,0.0,0.0,0.0,591.0,0.0,7526,225.5,104.5,0.0,313.4,129.5,4.55
< 176,4/1/16 10:00:00,0.0,10.4,0.0,0.0,0.0,0.0,590.7,0.0,7765,225.8,196.0,0.0,311.1,283.2,4.55
< 177,4/1/16 10:05:00,0.0,11.5,0.0,0.0,0.0,0.0,586.7,0.0,8002,225.5,74.3,0.0,314.8,277.0,4.55
< 178,4/1/16 10:10:00,0.0,2.8,0.0,0.0,0.0,0.0,543.1,0.0,8280,225.8,59.7,0.0,312.5,228.0,4.54
< 179,4/1/16 10:15:00,0.0,15.5,0.0,0.0,0.0,0.0,590.1,0.0,8523,225.5,0.0,0.0,310.5,224.7,4.55
< 180,4/1/16 10:20:00,0.0,5.9,0.0,0.0,0.0,0.0,591.2,0.0,8780,226.1,275.6,0.0,308.8,220.7,4.55
< 181,4/1/16 10:25:00,0.0,13.5,0.0,0.0,0.0,0.0,590.4,0.0,8978,225.5,193.7,0.0,309.1,230.0,4.54
< 182,4/1/16 10:30:00,0.0,5.9,0.0,0.0,0.0,0.0,540.8,0.0,9101,225.0,30.7,0.0,340.1,223.8,4.54
< 183,4/1/16 10:35:00,0.0,177.9,0.0,0.0,0.0,0.0,803.5,30.4,9309,225.0,17.2,0.0,387.1,219.0,4.54
< 184,4/1/16 10:40:00,0.0,222.1,0.0,0.0,0.0,0.0,981.7,1105.9,9559,225.8,526.5,0.0,377.3,220.4,4.54
< 185,4/1/16 10:45:00,0.0,219.6,0.0,0.0,0.0,0.0,1182.8,1139.7,9743,226.4,529.0,0.0,313.6,220.2,4.55
< 186,4/1/16 10:50:00,0.0,222.1,0.0,0.0,0.0,0.0,1751.2,1091.5,9944,258.7,142.5,0.0,311.9,272.8,4.55
< 187,4/1/16 10:55:00,0.0,216.2,0.0,0.0,0.0,0.0,1748.1,1055.5,10131,350.8,57.4,0.0,314.8,302.1,4.54
