1,4020d0
< #,PacificDateTime,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10,channel11,channel12,channel13,channel14,channel15
< 1041,4/4/16 10:05:00,0.0,89.0,0.0,0.0,0.0,0.0,1543.7,0.0,8309,226.6,327.1,0.0,451.3,134.9,4.54
< 1042,4/4/16 10:10:00,0.0,23.6,0.0,0.0,0.0,0.0,1834.0,0.0,8557,227.5,358.4,0.0,439.8,112.3,4.55
< 1043,4/4/16 10:15:00,0.0,10.4,0.0,0.0,0.0,0.0,1815.9,0.0,8795,226.9,277.6,0.0,439.5,0.0,4.54
< 1044,4/4/16 10:20:00,0.0,9.0,0.0,0.0,0.0,0.0,1681.1,0.0,9030,226.9,67.9,0.0,441.5,0.0,4.54
< 1045,4/4/16 10:25:00,0.0,14.9,0.0,0.0,0.0,0.0,1344.6,0.0,9219,226.1,0.0,0.0,482.6,0.0,4.54
< 1046,4/4/16 10:30:00,0.0,22.5,0.0,0.0,0.0,0.0,1339.8,0.0,9461,226.4,167.8,0.0,523.7,0.0,4.54
< 1047,4/4/16 10:35:00,0.0,164.7,0.0,0.0,0.0,0.0,1550.7,0.0,9736,227.8,244.9,0.0,494.7,0.0,4.54
< 1048,4/4/16 10:40:00,0.0,225.5,0.0,0.0,0.0,0.0,1819.0,0.0,9927,228.0,594.0,0.0,439.8,0.0,4.54
< 1049,4/4/16 10:45:00,0.0,224.4,0.0,0.0,0.0,0.0,1804.4,0.0,10107,227.5,0.0,0.0,462.9,0.0,4.54
< 1050,4/4/16 10:50:00,0.0,225.8,0.0,0.0,0.0,0.0,1855.6,0.0,10298,230.3,0.0,0.0,440.0,0.0,4.55
< 1051,4/4/16 10:55:00,0.0,218.8,0.0,0.0,0.0,0.0,2116.9,0.0,10477,230.0,140.8,0.0,449.1,0.0,4.55
< 1052,4/4/16 11:00:00,0.0,232.3,0.0,0.0,0.0,0.0,1991.1,0.0,10659,228.0,187.8,0.0,445.7,0.0,4.55
< 1053,4/4/16 11:05:00,0.0,214.5,0.0,0.0,0.0,0.0,1989.4,0.0,10837,227.2,23.4,0.0,510.4,0.0,4.55
< 1054,4/4/16 11:10:00,0.0,215.7,0.0,0.0,0.0,0.0,2049.0,0.0,11004,227.2,168.9,0.0,507.6,0.0,4.54
< 1055,4/4/16 11:15:00,0.0,217.9,0.0,0.0,0.0,0.0,2119.4,0.0,11212,227.8,60.2,0.0,538.0,0.0,4.54
< 1056,4/4/16 11:20:00,0.0,216.2,0.0,0.0,0.0,0.0,2024.8,0.0,11380,227.8,135.4,0.0,591.5,131.5,4.54
< 1057,4/4/16 11:25:00,0.0,217.9,0.0,0.0,0.0,0.0,1324.9,0.0,11564,227.8,195.1,0.0,609.3,140.2,4.54
< 1058,4/4/16 11:30:00,0.0,232.8,0.0,0.0,0.0,0.0,1215.4,0.0,11733,228.3,2.0,0.0,543.1,172.6,4.54
< 1059,4/4/16 11:35:00,0.0,248.6,0.0,0.0,0.0,0.0,1210.1,0.0,11843,227.2,0.0,0.0,539.7,244.9,4.54
< 1060,4/4/16 11:40:00,0.0,248.3,0.0,0.0,0.0,0.0,1088.7,0.0,12005,227.5,237.1,0.0,502.0,133.2,4.54
< 1061,4/4/16 11:45:00,0.0,262.4,0.0,0.0,0.0,0.0,1177.7,0.0,12079,227.5,195.7,0.0,475.8,127.5,4.54
< 1062,4/4/16 11:50:00,0.0,233.7,0.0,0.0,0.0,0.0,1556.4,0.0,12127,227.5,119.7,0.0,478.9,125.6,4.54
< 1063,4/4/16 11:55:00,0.0,177.9,0.0,0.0,0.0,0.0,1547.6,0.0,12245,227.8,52.9,0.0,464.5,130.9,4.54
< 1064,4/4/16 12:00:00,0.0,238.5,0.0,0.0,0.0,0.0,1538.1,0.0,12361,227.8,0.0,0.0,445.4,134.0,4.59
< 1065,4/4/16 12:05:00,0.0,237.6,0.0,0.0,0.0,0.0,1535.2,0.0,12554,227.2,47.0,0.0,431.3,175.4,4.54
< 1066,4/4/16 12:10:00,0.0,238.7,0.0,0.0,0.0,0.0,1648.7,0.0,12674,228.3,608.1,0.0,660.8,236.8,4.54
< 1067,4/4/16 12:15:00,0.0,243.8,0.0,0.0,0.0,0.0,1661.4,0.0,12708,228.6,162.7,0.0,452.4,130.6,4.54
< 1068,4/4/16 12:20:00,0.0,237.6,0.0,0.0,0.0,0.0,1659.4,0.0,12777,227.2,202.1,0.0,393.3,128.1,4.54
< 1069,4/4/16 12:25:00,0.0,237.3,0.0,0.0,0.0,0.0,1659.7,0.0,12853,228.6,215.4,0.0,379.8,122.5,4.54
< 1070,4/4/16 12:30:00,0.0,238.2,0.0,0.0,0.0,0.0,1655.7,0.0,12881,227.2,392.5,0.0,379.0,126.1,4.54
< 1071,4/4/16 12:35:00,0.0,247.2,0.0,0.0,0.0,0.0,1656.3,0.0,12909,226.9,322.9,0.0,380.6,128.7,4.54
< 1072,4/4/16 12:40:00,0.0,219.6,0.0,0.0,0.0,0.0,1626.2,0.0,13025,227.5,287.7,0.0,381.8,268.0,4.54
< 1073,4/4/16 12:45:00,0.0,188.9,0.0,0.0,0.0,0.0,1604.5,0.0,13098,226.6,139.6,0.0,1194.3,145.8,4.54
< 1074,4/4/16 12:50:00,0.0,161.9,0.0,0.0,0.0,0.0,1657.1,0.0,13142,228.6,227.8,0.0,377.8,131.2,4.54
< 1075,4/4/16 12:55:00,0.0,161.3,0.0,0.0,0.0,0.0,1659.1,0.0,13174,226.9,166.4,0.0,378.4,80.8,4.54
< 1076,4/4/16 13:00:00,0.0,157.4,0.0,0.0,718.2,0.0,1658.0,0.0,13199,229.2,161.6,0.0,455.0,61.1,4.54
< 1077,4/4/16 13:05:00,0.0,147.2,0.0,0.0,0.0,0.0,1657.7,0.0,13265,227.2,0.0,0.0,460.3,83.1,4.54
< 1078,4/4/16 13:10:00,0.0,147.8,0.0,0.0,0.0,0.0,1656.9,0.0,13349,226.6,0.0,0.0,520.6,174.3,4.54
< 1079,4/4/16 13:15:00,0.0,128.1,0.0,0.0,0.0,0.0,1657.7,0.0,13407,228.9,101.9,0.0,507.9,153.4,4.54
< 1080,4/4/16 13:20:00,0.0,116.8,0.0,0.0,0.0,0.0,1653.8,0.0,13444,228.0,136.3,0.0,514.4,165.0,4.54
< 1081,4/4/16 13:25:00,0.0,191.2,0.0,0.0,0.0,0.0,1618.6,0.0,13430,227.8,350.0,0.0,509.6,163.9,4.54
< 1082,4/4/16 13:30:00,0.0,240.2,0.0,0.0,178.5,0.0,1659.1,0.0,13432,228.6,0.0,0.0,502.3,165.5,4.54
< 1083,4/4/16 13:35:00,0.0,247.8,0.0,0.0,199.9,0.0,1659.4,0.0,13447,227.5,0.0,0.0,501.4,165.0,4.54
< 1084,4/4/16 13:40:00,0.0,248.9,0.0,0.0,0.0,0.0,1660.0,0.0,13467,228.6,70.1,0.0,483.7,163.9,4.54
< 1085,4/4/16 13:45:00,0.0,248.6,0.0,0.0,0.0,0.0,1659.7,0.0,13435,228.3,195.4,0.0,443.4,159.1,4.54
< 1086,4/4/16 13:50:00,0.0,245.2,0.0,0.0,0.0,0.0,1659.4,0.0,13388,227.8,87.0,0.0,501.1,158.5,4.54
< 1087,4/4/16 13:55:00,0.0,261.3,0.0,0.0,0.0,0.0,1615.5,0.0,13363,229.5,52.6,0.0,510.2,161.6,4.54
< 1088,4/4/16 14:00:00,0.0,250.6,0.0,0.0,0.0,0.0,1531.3,0.0,13317,228.6,0.0,0.0,476.1,161.0,4.54
< 1089,4/4/16 14:05:00,0.0,249.7,0.0,0.0,0.0,0.0,1530.7,0.0,13255,228.0,268.0,0.0,446.8,159.9,4.54
< 1090,4/4/16 14:10:00,0.0,247.8,0.0,0.0,0.0,0.0,1612.7,0.0,13219,228.0,201.6,0.0,378.1,146.4,4.54
< 1091,4/4/16 14:15:00,0.0,253.7,0.0,0.0,0.0,0.0,1661.6,0.0,13135,228.3,71.2,0.0,1477.0,144.4,4.54
< 1092,4/4/16 14:20:00,0.0,248.3,0.0,0.0,0.0,0.0,1663.6,0.0,13091,227.8,0.0,0.0,1189.8,144.1,4.54
< 1093,4/4/16 14:25:00,0.0,245.5,0.0,0.0,0.0,0.0,1662.8,0.0,13071,227.8,0.0,0.0,375.3,141.9,4.54
< 1094,4/4/16 14:30:00,0.0,252.8,0.0,0.0,0.0,0.0,1662.5,0.0,12991,228.3,160.8,0.0,376.4,143.6,4.54
< 1095,4/4/16 14:35:00,0.0,248.9,0.0,0.0,0.0,0.0,1662.5,0.0,12881,228.3,408.0,0.0,374.7,141.9,4.54
< 1096,4/4/16 14:40:00,0.0,237.3,0.0,0.0,0.0,0.0,1663.1,0.0,12811,228.9,318.7,0.0,856.7,192.9,4.54
< 1097,4/4/16 14:45:00,0.0,154.8,0.0,0.0,0.0,0.0,1662.8,0.0,12701,227.8,0.0,0.0,452.2,211.4,4.59
< 1098,4/4/16 14:50:00,0.0,153.7,0.0,0.0,0.0,0.0,1663.9,0.0,12586,235.1,0.0,0.0,1253.4,215.9,4.54
< 1099,4/4/16 14:55:00,0.0,205.2,0.0,0.0,475.2,0.0,1662.2,0.0,12436,234.0,105.3,0.0,525.6,219.0,4.54
< 1100,4/4/16 15:00:00,2.8,248.3,0.0,0.0,0.0,0.0,1661.4,0.0,12355,233.4,193.4,0.0,520.8,216.2,4.54
< 1101,4/4/16 15:05:00,0.0,245.8,0.0,0.0,0.0,0.0,1659.7,0.0,12243,230.3,57.2,0.0,519.7,215.7,4.54
< 1102,4/4/16 15:10:00,0.0,244.7,0.0,0.0,0.0,0.0,1660.0,0.0,12130,231.1,210.9,0.0,520.3,215.4,4.54
< 1103,4/4/16 15:15:00,0.0,245.8,0.0,0.0,0.0,0.0,1659.4,0.0,11960,231.1,42.8,0.0,513.2,205.5,4.54
< 1104,4/4/16 15:20:00,0.0,244.1,0.0,0.0,0.0,0.0,1660.8,0.0,11855,231.1,130.6,0.0,507.6,126.1,4.54
< 1105,4/4/16 15:25:00,0.0,243.5,0.0,0.0,893.6,0.0,1661.1,0.0,11720,232.3,192.0,0.0,511.8,127.5,4.54
< 1106,4/4/16 15:30:00,0.0,244.1,0.0,0.0,0.0,0.0,1660.5,0.0,11578,231.4,28.2,0.0,586.4,124.4,4.54
< 1107,4/4/16 15:35:00,0.0,243.0,0.0,0.0,0.0,0.0,1660.8,0.0,11391,230.6,0.0,0.0,590.7,125.0,4.54
< 1108,4/4/16 15:40:00,0.0,243.0,0.0,0.0,0.0,0.0,1660.5,0.0,11218,230.9,49.8,0.0,548.4,126.7,4.54
< 1109,4/4/16 15:45:00,1.4,243.3,0.0,0.0,0.0,0.0,1661.9,0.0,11093,231.7,383.5,0.0,512.4,246.1,4.54
< 1110,4/4/16 15:50:00,0.0,254.5,0.0,0.0,59.1,0.0,1663.9,0.0,10882,231.4,139.9,0.0,516.6,123.0,4.54
< 1111,4/4/16 15:55:00,0.0,246.3,0.0,0.0,0.0,0.0,1661.9,0.0,10727,232.6,56.9,0.0,490.7,126.7,4.54
< 1112,4/4/16 16:00:00,0.0,246.3,0.0,0.0,356.7,0.0,1662.5,0.0,10507,232.6,0.0,0.0,399.5,123.3,4.54
< 1113,4/4/16 16:05:00,0.0,247.2,0.0,0.0,0.0,0.0,1661.9,0.0,10317,230.3,43.4,0.0,431.9,121.9,4.54
< 1114,4/4/16 16:10:00,1.4,248.6,0.0,0.0,0.0,0.0,1662.2,0.0,10119,231.1,192.0,0.0,447.1,123.6,4.54
< 1115,4/4/16 16:15:00,0.0,243.0,0.0,0.0,0.0,0.0,1663.6,0.0,9952,230.9,125.8,0.0,444.6,123.9,4.54
< 1116,4/4/16 16:20:00,0.0,242.4,0.0,0.0,0.0,0.0,1662.8,0.0,9722,230.9,157.9,0.0,495.2,122.2,4.54
< 1117,4/4/16 16:25:00,0.0,247.2,0.0,0.0,0.0,0.0,1662.5,0.0,9496,231.7,214.0,0.0,526.5,123.3,4.54
< 1118,4/4/16 16:30:00,0.0,245.8,0.0,0.0,0.0,0.0,1662.2,0.0,9268,231.4,569.0,0.0,498.9,120.8,4.54
< 1119,4/4/16 16:35:00,0.0,249.4,0.0,0.0,0.0,0.0,1663.9,0.0,9054,231.7,348.0,0.0,451.0,127.8,4.54
< 1120,4/4/16 16:40:00,0.0,243.5,0.0,0.0,0.0,0.0,1633.5,0.0,8814,231.1,272.5,0.0,443.1,125.0,4.54
< 1121,4/4/16 16:45:00,0.0,238.5,0.0,0.0,0.0,0.0,1535.0,0.0,8596,231.1,215.1,0.0,439.5,123.6,4.54
< 1122,4/4/16 16:50:00,0.0,170.9,0.0,0.0,0.0,0.0,1534.1,0.0,8338,231.1,237.1,0.0,438.9,122.8,4.54
< 1123,4/4/16 16:55:00,0.0,150.1,0.0,0.0,0.0,0.0,1537.5,0.0,8098,232.8,192.0,0.0,458.3,125.0,4.54
< 1124,4/4/16 17:00:00,0.0,151.5,0.0,0.0,0.0,0.0,1537.8,0.0,7816,231.7,131.8,0.0,452.7,122.8,4.54
< 1125,4/4/16 17:05:00,0.0,167.8,0.0,0.0,0.0,0.0,1537.8,0.0,7546,231.7,0.0,0.0,464.5,125.6,4.54
< 1126,4/4/16 17:10:00,0.0,135.7,0.0,0.0,0.0,0.0,1532.7,0.0,7242,231.1,170.9,0.0,512.7,121.1,4.54
< 1127,4/4/16 17:15:00,0.0,122.8,0.0,0.0,0.0,0.0,1528.5,0.0,6965,230.0,133.7,0.0,475.2,123.3,4.54
< 1128,4/4/16 17:20:00,0.0,121.6,0.0,0.0,0.0,0.0,1529.0,0.0,6703,230.6,147.0,0.0,411.0,122.8,4.54
< 1129,4/4/16 17:25:00,0.0,118.8,0.0,0.0,0.0,0.0,1529.6,0.0,6421,231.4,145.0,0.0,328.0,121.9,4.54
< 1130,4/4/16 17:30:00,0.0,121.9,0.0,0.0,0.0,0.0,1531.3,0.0,6036,230.9,0.0,0.0,355.3,121.9,4.54
< 1131,4/4/16 17:35:00,0.0,118.8,0.0,0.0,0.0,0.0,1530.2,0.0,5820,229.7,0.0,0.0,455.0,98.8,4.54
< 1132,4/4/16 17:40:00,0.0,119.1,0.0,0.0,0.0,0.0,1530.2,0.0,5535,230.3,122.2,0.0,452.7,0.0,4.54
< 1133,4/4/16 17:45:00,0.0,128.9,0.0,0.0,0.0,0.0,1531.0,0.0,5244,230.0,157.1,0.0,448.5,0.0,4.57
< 1134,4/4/16 17:50:00,0.0,221.9,0.0,0.0,0.0,0.0,1531.6,0.0,4939,231.4,128.9,0.0,449.6,0.0,4.54
< 1135,4/4/16 17:55:00,0.0,251.1,0.0,0.0,0.0,0.0,1533.0,0.0,4643,231.1,166.4,0.0,446.0,0.0,4.54
< 1136,4/4/16 18:00:00,0.0,252.0,0.0,0.0,0.0,0.0,1531.6,0.0,4344,230.6,0.0,0.0,484.5,0.0,4.54
< 1137,4/4/16 18:05:00,0.0,247.5,0.0,0.0,0.0,0.0,1532.1,0.0,4039,230.6,109.5,0.0,530.7,0.0,4.54
< 1138,4/4/16 18:10:00,0.0,186.9,0.0,0.0,0.0,0.0,1533.8,0.0,3735,230.9,191.2,0.0,508.7,0.0,4.54
< 1139,4/4/16 18:15:00,73.2,126.7,0.0,0.0,0.0,0.0,1532.7,0.0,3242,230.3,49.8,0.0,407.4,0.0,4.54
< 1140,4/4/16 18:20:00,98.0,133.2,0.0,0.0,0.0,0.0,1578.0,0.0,2632,230.3,2.0,0.0,374.2,0.0,4.54
< 1141,4/4/16 18:25:00,109.2,133.2,0.0,0.0,0.0,0.0,1665.0,0.0,1886,230.3,97.1,0.0,375.6,0.0,4.54
< 1142,4/4/16 18:30:00,107.5,132.9,0.0,0.0,0.0,0.0,1668.4,0.0,1415,230.3,308.8,0.0,375.6,0.0,4.54
< 1143,4/4/16 18:35:00,120.2,130.9,0.0,0.0,0.0,0.0,1665.3,0.0,881,230.0,179.9,0.0,371.4,0.0,4.54
< 1144,4/4/16 18:40:00,138.8,122.8,0.0,0.0,589.8,0.0,1664.7,0.0,684,230.0,0.0,0.0,355.3,0.0,4.54
< 1145,4/4/16 18:45:00,123.9,127.3,0.0,0.0,0.0,0.0,1664.5,0.0,659,230.6,0.0,0.0,307.2,0.0,4.54
< 1146,4/4/16 18:50:00,125.3,134.0,0.0,0.0,0.0,0.0,1371.4,0.0,628,230.0,70.4,0.0,333.1,0.0,4.54
< 1147,4/4/16 18:55:00,112.1,132.6,0.0,0.0,0.0,0.0,1225.5,0.0,621,231.4,196.2,0.0,388.5,0.0,4.54
< 1148,4/4/16 19:00:00,74.6,134.0,0.0,0.0,0.0,0.0,1177.7,0.0,583,230.9,89.8,0.0,386.6,0.0,4.54
< 1149,4/4/16 19:05:00,107.3,135.7,0.0,0.0,0.0,0.0,1095.5,0.0,427,229.7,49.0,0.0,322.1,0.0,4.54
< 1150,4/4/16 19:10:00,125.6,132.3,0.0,0.0,0.0,0.0,1096.6,0.0,245,229.2,164.7,0.0,310.3,0.0,4.54
< 1151,4/4/16 19:15:00,127.0,132.6,0.0,0.0,0.0,0.0,1095.8,0.0,150,228.3,93.8,0.0,307.7,0.0,4.54
< 1152,4/4/16 19:20:00,122.8,134.3,0.0,0.0,0.0,0.0,1095.8,0.0,333,231.4,195.4,0.0,311.7,0.0,4.54
< 1153,4/4/16 19:25:00,125.8,136.8,0.0,0.0,0.0,0.0,1095.2,0.0,231,231.7,65.6,0.0,310.8,0.0,4.54
< 1154,4/4/16 19:30:00,64.8,134.0,0.0,0.0,0.0,0.0,1098.0,0.0,169,232.0,0.0,0.0,311.4,0.0,4.54
< 1155,4/4/16 19:35:00,99.1,133.5,0.0,0.0,0.0,0.0,1069.9,0.0,0,234.2,1.4,0.0,313.9,0.0,4.54
< 1156,4/4/16 19:40:00,116.3,132.0,0.0,0.0,0.0,0.0,1219.9,0.0,0,229.5,223.3,0.0,323.8,0.0,4.54
< 1157,4/4/16 19:45:00,56.6,134.0,0.0,0.0,0.0,0.0,1223.3,0.0,0,230.9,322.1,0.0,388.0,0.0,4.54
< 1158,4/4/16 19:50:00,140.8,133.5,0.0,0.0,0.0,0.0,1223.6,0.0,0,232.6,89.8,0.0,384.0,0.0,4.54
< 1159,4/4/16 19:55:00,144.4,134.9,0.0,0.0,0.0,0.0,1197.7,0.0,0,229.2,0.0,0.0,318.7,0.0,4.54
< 1160,4/4/16 20:00:00,139.1,135.1,0.0,0.0,0.0,0.0,1094.9,0.0,0,229.5,7.0,0.0,309.4,0.0,4.54
< 1161,4/4/16 20:05:00,135.7,136.5,0.0,0.0,0.0,0.0,1094.3,0.0,0,228.9,169.8,0.0,317.9,0.0,4.54
< 1162,4/4/16 20:10:00,138.2,134.9,0.0,0.0,0.0,0.0,1093.8,0.0,0,229.2,157.4,0.0,308.3,0.0,4.54
< 1163,4/4/16 20:15:00,138.0,134.6,0.0,0.0,0.0,0.0,1093.2,0.0,0,233.7,39.7,0.0,314.8,0.0,4.54
< 1164,4/4/16 20:20:00,148.9,134.3,0.0,0.0,0.0,0.0,1091.5,0.0,0,232.3,216.5,0.0,316.2,0.0,4.54
< 1165,4/4/16 20:25:00,136.5,134.9,0.0,0.0,0.0,0.0,1091.5,0.0,0,230.9,33.5,0.0,314.8,0.0,4.54
< 1166,4/4/16 20:30:00,114.3,135.7,0.0,0.0,0.0,0.0,1091.2,0.0,0,230.3,134.3,0.0,315.9,0.0,4.54
< 1167,4/4/16 20:35:00,107.3,135.1,0.0,0.0,0.0,0.0,1093.2,0.0,0,230.9,185.0,0.0,400.1,0.0,4.59
< 1168,4/4/16 20:40:00,117.7,135.1,0.0,0.0,0.0,0.0,1093.2,0.0,0,230.3,0.0,0.0,393.6,0.0,4.54
< 1169,4/4/16 20:45:00,125.8,135.4,0.0,0.0,0.0,0.0,1093.2,0.0,0,230.3,0.0,0.0,337.3,0.0,4.54
< 1170,4/4/16 20:50:00,134.6,134.9,0.0,0.0,0.0,0.0,1092.9,0.0,0,230.0,61.9,0.0,316.5,0.0,4.54
< 1171,4/4/16 20:55:00,100.5,134.6,0.0,0.0,0.0,0.0,1092.4,0.0,0,230.3,368.8,0.0,316.7,0.0,4.54
< 1172,4/4/16 21:00:00,105.3,133.5,0.0,0.0,0.0,0.0,1091.2,0.0,0,230.3,190.0,0.0,315.3,0.0,4.54
< 1173,4/4/16 21:05:00,81.4,136.3,0.0,0.0,0.0,0.0,1091.5,0.0,0,230.3,209.5,0.0,323.2,0.0,4.54
< 1174,4/4/16 21:10:00,132.0,134.6,0.0,0.0,0.0,0.0,1092.1,0.0,0,230.0,213.7,0.0,319.8,0.0,4.54
< 1175,4/4/16 21:15:00,115.4,133.5,0.0,0.0,0.0,0.0,1091.0,0.0,0,230.0,280.1,0.0,316.7,0.0,4.54
< 1176,4/4/16 21:20:00,111.2,134.0,0.0,0.0,0.0,0.0,1090.7,0.0,0,230.9,375.9,0.0,315.3,0.0,4.54
< 1177,4/4/16 21:25:00,117.7,135.7,0.0,0.0,0.0,0.0,1091.0,0.0,0,229.7,274.2,0.0,404.6,0.0,4.54
< 1178,4/4/16 21:30:00,66.7,134.9,0.0,0.0,0.0,0.0,1096.9,0.0,0,230.6,102.5,0.0,393.9,0.0,4.54
< 1179,4/4/16 21:35:00,96.6,134.0,0.0,0.0,0.0,0.0,1097.4,0.0,0,229.5,49.0,0.0,349.1,0.0,4.54
< 1180,4/4/16 21:40:00,99.1,134.3,0.0,0.0,0.0,0.0,1098.0,0.0,0,230.0,276.8,0.0,316.7,0.0,4.54
< 1181,4/4/16 21:45:00,122.8,134.3,0.0,0.0,0.0,0.0,1096.9,0.0,0,230.3,190.9,0.0,316.2,0.0,4.54
< 1182,4/4/16 21:50:00,104.7,134.9,0.0,0.0,0.0,0.0,1096.9,0.0,0,229.7,51.8,0.0,373.3,0.0,4.54
< 1183,4/4/16 21:55:00,97.7,134.6,0.0,0.0,0.0,0.0,1482.0,0.0,0,228.3,0.0,0.0,442.3,0.0,4.54
< 1184,4/4/16 22:00:00,101.1,134.0,0.0,0.0,0.0,0.0,1565.6,0.0,0,228.0,0.0,0.0,441.2,0.0,4.54
< 1185,4/4/16 22:05:00,69.3,134.0,0.0,0.0,0.0,0.0,1552.4,0.0,0,228.3,188.9,0.0,447.6,0.0,4.54
< 1186,4/4/16 22:10:00,106.7,135.4,0.0,0.0,0.0,0.0,1546.8,0.0,0,228.0,132.6,0.0,424.8,0.0,4.54
< 1187,4/4/16 22:15:00,124.7,136.0,0.0,0.0,0.0,0.0,1442.0,0.0,0,228.6,139.6,0.0,453.6,0.0,4.54
< 1188,4/4/16 22:20:00,112.9,133.2,0.0,0.0,0.0,0.0,727.2,0.0,0,230.3,116.8,0.0,466.8,0.0,4.54
< 1189,4/4/16 22:25:00,123.6,132.3,0.0,0.0,0.0,0.0,727.2,0.0,0,228.9,14.6,0.0,429.9,0.0,4.54
< 1190,4/4/16 22:30:00,121.1,131.8,0.0,0.0,0.0,0.0,727.2,0.0,0,229.5,146.7,0.0,387.7,0.0,4.54
< 1191,4/4/16 22:35:00,127.5,132.3,0.0,0.0,0.0,0.0,727.5,0.0,0,229.2,177.4,0.0,363.5,0.0,4.54
< 1192,4/4/16 22:40:00,101.6,135.1,0.0,0.0,0.0,0.0,727.5,0.0,0,229.5,7.3,0.0,316.5,0.0,4.54
< 1193,4/4/16 22:45:00,113.2,131.5,0.0,0.0,0.0,0.0,727.2,0.0,0,226.9,0.0,0.0,308.0,0.0,4.54
< 1194,4/4/16 22:50:00,118.5,131.2,0.0,0.0,0.0,0.0,727.2,0.0,0,225.5,88.7,0.0,306.9,0.0,4.54
< 1195,4/4/16 22:55:00,85.0,132.6,0.0,0.0,0.0,0.0,726.4,0.0,0,225.5,305.5,0.0,305.5,0.0,4.54
< 1196,4/4/16 23:00:00,103.9,131.2,0.0,0.0,0.0,0.0,726.1,0.0,0,225.0,178.8,0.0,305.8,0.0,4.54
< 1197,4/4/16 23:05:00,120.2,132.0,0.0,0.0,0.0,0.0,724.7,0.0,0,225.0,0.0,0.0,361.2,0.0,4.54
< 1198,4/4/16 23:10:00,108.7,135.1,0.0,0.0,0.0,0.0,725.2,0.0,0,225.0,0.0,0.0,393.9,0.0,4.54
< 1199,4/4/16 23:15:00,76.0,136.3,0.0,0.0,0.0,0.0,724.1,0.0,0,225.0,89.5,0.0,361.8,0.0,4.54
< 1200,4/4/16 23:20:00,56.3,135.1,0.0,0.0,0.0,0.0,724.4,0.0,0,227.2,192.3,0.0,305.2,0.0,4.54
< 1201,4/4/16 23:25:00,62.5,135.7,0.0,0.0,0.0,0.0,1252.9,0.0,0,225.5,94.3,0.0,304.6,0.0,4.54
< 1202,4/4/16 23:30:00,110.1,123.9,0.0,0.0,0.0,0.0,1278.5,0.0,0,225.0,56.0,0.0,304.3,0.0,4.54
< 1203,4/4/16 23:35:00,129.2,119.1,0.0,0.0,0.0,0.0,1249.5,0.0,0,225.5,156.8,0.0,304.9,0.0,4.54
< 1204,4/4/16 23:40:00,97.7,117.7,0.0,0.0,0.0,0.0,1093.5,0.0,0,225.0,78.8,0.0,304.9,0.0,4.54
< 1205,4/4/16 23:45:00,97.7,116.6,0.0,0.0,0.0,0.0,479.2,0.0,0,226.4,194.5,0.0,304.3,0.0,4.54
< 1206,4/4/16 23:50:00,87.3,115.7,0.0,0.0,0.0,0.0,445.1,0.0,0,225.0,77.7,0.0,303.8,0.0,4.54
< 1207,4/4/16 23:55:00,99.9,118.0,0.0,0.0,0.0,0.0,445.1,0.0,0,224.4,0.0,0.0,335.0,0.0,4.54
< 1208,4/5/16 00:00:00,62.8,116.6,0.0,0.0,0.0,0.0,445.7,0.0,0,224.7,0.0,0.0,384.9,0.0,4.54
< 1209,4/5/16 00:05:00,93.8,115.7,0.0,0.0,0.0,0.0,445.4,0.0,0,225.2,241.8,0.0,383.5,0.0,4.54
< 1210,4/5/16 00:10:00,98.8,115.7,0.0,0.0,0.0,0.0,444.8,0.0,0,225.2,190.3,0.0,310.0,0.0,4.54
< 1211,4/5/16 00:15:00,98.5,118.5,0.0,0.0,0.0,0.0,445.4,0.0,0,225.0,114.0,0.0,307.4,0.0,4.54
< 1212,4/5/16 00:20:00,103.3,116.0,0.0,0.0,0.0,0.0,445.1,0.0,0,225.5,0.0,0.0,308.3,0.0,4.54
< 1213,4/5/16 00:25:00,88.4,116.3,0.0,0.0,0.0,0.0,445.1,0.0,0,225.0,0.0,0.0,306.3,0.0,4.54
< 1214,4/5/16 00:30:00,105.9,122.2,0.0,0.0,0.0,0.0,444.6,0.0,0,225.2,114.9,0.0,303.8,0.0,4.54
< 1215,4/5/16 00:35:00,116.3,124.2,0.0,0.0,0.0,0.0,444.8,0.0,0,225.2,190.9,0.0,302.7,0.0,4.54
< 1216,4/5/16 00:40:00,119.4,123.3,0.0,0.0,0.0,0.0,444.8,0.0,0,225.2,188.6,0.0,302.1,0.0,4.54
< 1217,4/5/16 00:45:00,113.7,123.0,0.0,0.0,0.0,0.0,444.8,0.0,0,225.5,0.0,0.0,312.2,0.0,4.54
< 1218,4/5/16 00:50:00,12.4,124.2,0.0,0.0,0.0,0.0,444.6,0.0,0,228.0,52.1,0.0,387.4,0.0,4.54
< 1219,4/5/16 00:55:00,0.0,121.6,0.0,0.0,0.0,0.0,445.4,0.0,0,227.8,163.3,0.0,381.5,0.0,4.54
< 1220,4/5/16 01:00:00,0.0,116.3,0.0,0.0,0.0,0.0,445.4,0.0,0,227.8,196.0,0.0,314.5,0.0,4.54
< 1221,4/5/16 01:05:00,0.0,116.8,0.0,0.0,0.0,0.0,445.4,0.0,0,226.9,19.7,0.0,314.5,0.0,4.54
< 1222,4/5/16 01:10:00,0.0,116.8,0.0,0.0,0.0,0.0,445.7,0.0,0,227.8,32.4,0.0,305.2,0.0,4.54
